iter	Logloss
168	0.1877548374
169	0.187470513
170	0.1872403654
171	0.1872249307
172	0.1869090336
173	0.186763096
174	0.1866032405
175	0.1863929677
176	0.1860864974
177	0.1857430968
178	0.1855246435
179	0.1851541251
180	0.1849438878
181	0.184732205
182	0.184427081
183	0.1842493998
184	0.1839887684
185	0.1837963092
186	0.1834661169
187	0.1832401178
188	0.1830123806
189	0.1828383873
190	0.1826204778
191	0.1824354651
192	0.1822072855
193	0.181943574
194	0.1817202974
195	0.1815279809
196	0.1813299422
197	0.1811274037
198	0.180962387
199	0.1806747657
200	0.1803742709
201	0.1802123866
202	0.1800808346
203	0.1798514137
204	0.179757166
205	0.1795712421
206	0.1795583959
207	0.1793724406
208	0.1791972791
209	0.1790390723
210	0.1788955428
211	0.1787252788
212	0.1785831118
213	0.1783454718
214	0.178291571
215	0.1782234611
216	0.1780737505
217	0.1777630825
218	0.1775797848
219	0.1772345334
220	0.1770613841
221	0.1769215625
222	0.176734731
223	0.1765928616
224	0.1764657383
225	0.1763286133
226	0.1761995135
227	0.1759372734
228	0.1758789858
229	0.1757635613
230	0.1755918345
231	0.1754011773
232	0.1752402353
233	0.1750764438
234	0.1748207675
235	0.1746091398
236	0.1743784611
237	0.1741740785
238	0.1740522989
239	0.1738850964
240	0.1737415134
241	0.1736080335
242	0.1734404972
243	0.1732520316
244	0.1730895946
245	0.1729220575
246	0.1729036796
247	0.1727305333
248	0.1726690028
249	0.1725121167
250	0.1723294075
251	0.1723184725
252	0.1721648667
253	0.1720172869
254	0.1718524935
255	0.1717447509
256	0.1716393858
257	0.1716300974
258	0.1714324763
259	0.1712939719
260	0.1711449438
261	0.1710332979
262	0.1708726884
263	0.1707158271
264	0.1705733548
265	0.1704199398
266	0.1702910428
267	0.170064549
268	0.1698973696
269	0.1697609028
270	0.1695682402
271	0.1694650324
272	0.1692689505
273	0.1691082749
274	0.1689784117
275	0.168970847
276	0.1688424534
277	0.1687263821
278	0.1687143405
279	0.1685304622
280	0.1684714173
281	0.1684589721
282	0.1683606078
283	0.1682574647
284	0.1681070931
285	0.1679905432
286	0.1678740201
287	0.1676972721
288	0.1675147899
289	0.1673490635
290	0.1671973674
291	0.1670682083
292	0.1669851844
293	0.1669757183
294	0.1669322673
295	0.1668806772
296	0.1667766883
297	0.166694176
298	0.1665160315
299	0.1664030678
300	0.1663012563
301	0.1661911014
302	0.1660250832
303	0.1658252305
304	0.165743704
305	0.1655995291
306	0.1654387999
307	0.1654370478
308	0.1653248148
309	0.1653106405
310	0.1651916678
311	0.1650798558
312	0.1649349682
313	0.1649271134
314	0.1649234942
315	0.1648720894
316	0.1647488872
317	0.1645961859
318	0.1645859433
319	0.1645271743
320	0.1643509366
321	0.1642213127
322	0.1641135794
323	0.1640270344
324	0.1639100001
325	0.1638885866
326	0.163766058
327	0.1637540124
328	0.1637480244
329	0.1636411358
330	0.163569815
331	0.1634461342
332	0.1634439262
333	0.1633323182
334	0.1631912544
335	0.1630737494
336	0.1629699277
337	0.1628769094
338	0.1628404278
339	0.1627583734
340	0.1627567341
341	0.1627512015
342	0.1626369547
343	0.1624577658
344	0.1623457904
345	0.1622861942
346	0.1622652737
347	0.1622580165
348	0.1620889822
349	0.1619857943
350	0.1619818282
351	0.1618423921
352	0.1618402673
353	0.1617037005
354	0.161582252
355	0.1615729038
356	0.1614790448
357	0.1613590097
358	0.1612605805
359	0.1612592456
360	0.1611549028
361	0.1610087153
362	0.1609227536
363	0.1607847073
364	0.1606542231
365	0.1605717462
366	0.1604572387
367	0.160348059
368	0.1603461099
369	0.1602225355
370	0.1600824201
371	0.1599942215
372	0.1598407941
373	0.1596506406
374	0.1594160502
375	0.1592578613
376	0.1590891333
377	0.1590195801
378	0.1589448616
379	0.1588804998
380	0.1588062573
381	0.1586662974
382	0.1586528576
383	0.1585094254
384	0.1584088571
385	0.1583618923
386	0.1582633954
387	0.1582554721
388	0.1582158834
389	0.1580839942
390	0.1579694111
391	0.1578630029
392	0.1578375667
393	0.1576874468
394	0.1575099731
395	0.1574464424
396	0.1574410602
397	0.1573434655
398	0.157257236
399	0.157140917
400	0.1570030862
401	0.1569189026
402	0.1568534097
403	0.156846022
404	0.1567651061
405	0.1566089227
406	0.1564689035
407	0.1563782391
408	0.1562234481
409	0.1561827281
410	0.1561761128
411	0.1561218551
412	0.1560390077
413	0.1558836572
414	0.1557267347
415	0.1556401245
416	0.1555017758
417	0.1554226658
418	0.15541967
419	0.1553231562
420	0.1552011262
421	0.155082576
422	0.1550090514
423	0.1549153496
424	0.1547667737
425	0.1546886134
426	0.1544768787
427	0.1543368242
428	0.1542487348
429	0.1541401649
430	0.1540492732
431	0.1539005449
432	0.153821842
433	0.1536963119
434	0.1535712288
435	0.1534363725
436	0.1533128536
437	0.1532432641
438	0.1531503499
439	0.1530646651
440	0.1529501023
441	0.1528768693
442	0.1528104809
443	0.1526902873
444	0.1525119642
445	0.1524185845
446	0.152273215
447	0.1521871216
448	0.152174417
449	0.152123008
450	0.1520065381
451	0.151930445
452	0.1518576353
453	0.1517332992
454	0.151589165
455	0.1514674705
456	0.1513945351
457	0.1513503476
458	0.15121561
459	0.1510834059
460	0.1509736522
461	0.1509679167
462	0.1508746001
463	0.1507791575
464	0.1507751147
465	0.150635609
466	0.1505089488
467	0.1503542027
468	0.1502728303
469	0.1501763938
470	0.1501176489
471	0.1500306738
472	0.1499402706
473	0.1498035431
474	0.1497192909
475	0.1496490049
476	0.1495280634
477	0.1494597527
478	0.1494175288
479	0.1493119415
480	0.1492170239
481	0.1491536619
482	0.1490465179
483	0.1489679618
484	0.1488455828
485	0.1487458488
486	0.1486983554
487	0.1486236689
488	0.1485110129
489	0.1484403852
490	0.1483646865
491	0.1482637764
492	0.1481480792
493	0.1480791818
494	0.148010416
495	0.1480034368
496	0.1479439312
497	0.1478084967
498	0.1476859858
499	0.1475874602
500	0.1474539197
501	0.1473967639
502	0.1473055772
503	0.1471940933
504	0.1470811275
505	0.1470469345
506	0.1469499184
507	0.1468358211
508	0.1467924383
509	0.1467400713
510	0.1466253143
511	0.1465817052
512	0.1465366366
513	0.1464911611
514	0.1463688435
515	0.1462559257
516	0.1461714834
517	0.1461015757
518	0.1460665687
519	0.1460020752
520	0.1459180871
521	0.1458425002
522	0.1457795819
523	0.145717981
524	0.145712421
525	0.1456547536
526	0.1455832664
527	0.1454916635
528	0.1454497089
529	0.1452960476
530	0.1452147357
531	0.1451571779
532	0.1450434323
533	0.1449705682
534	0.1448297894
535	0.1447484999
536	0.144649414
537	0.1445756361
538	0.1445445931
539	0.1444735564
540	0.1444027896
541	0.1442848632
542	0.1441547334
543	0.1440649198
544	0.1439517308
545	0.143876316
546	0.1437527656
547	0.1437011065
548	0.1436477702
549	0.1436290935
550	0.1434816187
551	0.1433467459
552	0.1432908165
553	0.1432190323
554	0.1431540268
555	0.1431511266
556	0.1431264588
557	0.1430274431
558	0.1429440271
559	0.1428635407
560	0.1427297017
561	0.1426277882
562	0.1425663967
563	0.1425638617
564	0.1424747556
565	0.1424247304
566	0.1423101926
567	0.1422290826
568	0.1421693884
569	0.1420855858
570	0.1420039479
571	0.1419877024
572	0.1419279322
573	0.1418092922
574	0.1417003272
575	0.141637694
576	0.1415422401
577	0.1414324281
578	0.1413701133
579	0.1413113253
580	0.1413090027
581	0.1412596727
582	0.1411558412
583	0.1410531105
584	0.140922762
585	0.1408322304
586	0.1407852054
587	0.140691953
588	0.1406277721
589	0.1405859809
590	0.1405083616
591	0.140443132
592	0.1403936562
593	0.1402964987
594	0.1402333475
595	0.1401216772
596	0.1400477559
597	0.1399267186
598	0.1398261514
599	0.1397254
600	0.1397220452
601	0.1397182945
602	0.1396907836
603	0.1396358697
604	0.1396257092
605	0.1395176095
606	0.1394885242
607	0.1394376609
608	0.139335727
609	0.1392171708
610	0.1391370791
611	0.1390527938
612	0.1389174943
613	0.1388975875
614	0.1388296393
615	0.1387478889
616	0.1386788217
617	0.138664048
618	0.1386435776
619	0.1385932775
620	0.1385161597
621	0.1384273677
622	0.1383695779
623	0.1382764197
624	0.1381454446
625	0.1380385743
626	0.1379909605
627	0.1379085374
628	0.1378163925
629	0.1377736235
630	0.1377266319
631	0.1375961745
632	0.1375461826
633	0.1374824309
634	0.1373796034
635	0.1373333012
636	0.1372644494
637	0.1372020027
638	0.1371487653
639	0.1370748338
640	0.1369668141
641	0.1368689695
642	0.1367970688
643	0.1367192017
644	0.1365909736
645	0.1365146688
646	0.1365117341
647	0.1365020057
648	0.1364432305
649	0.1363401539
650	0.1362454175
651	0.1361806694
652	0.1360938777
653	0.1359421401
654	0.1359398829
655	0.1358712568
656	0.1357997189
657	0.1357975588
658	0.1357361743
659	0.1356747812
660	0.1355175456
661	0.1354227901
662	0.1352558944
663	0.1351886998
664	0.1351173641
665	0.1350394973
666	0.1349872013
667	0.1349091727
668	0.1347878121
669	0.1346574798
670	0.1346258648
671	0.1345856745
672	0.1345389176
673	0.1344778927
674	0.1344551826
675	0.134369183
676	0.1343256986
677	0.1343170805
678	0.1342355518
679	0.1341411523
680	0.1340476214
681	0.1340205794
682	0.1339497539
683	0.1338972619
684	0.1338380598
685	0.1337779124
686	0.1336798235
687	0.1336404638
688	0.1335587009
689	0.1334910436
690	0.1334524661
691	0.1333612145
692	0.1333432604
693	0.1332812434
694	0.1332299828
695	0.1331318556
696	0.1330631707
697	0.1329678374
698	0.1329659482
699	0.1328872938
700	0.1328205853
701	0.1327117725
702	0.1326664452
703	0.1326220206
704	0.1325773763
705	0.1324561959
706	0.1323700395
707	0.1323673956
708	0.1323039249
709	0.132285647
710	0.1322036414
711	0.1320904527
712	0.1320197377
713	0.1319354699
714	0.1318567674
715	0.1317933833
716	0.1316509132
717	0.1316175702
718	0.1315181423
719	0.1314451248
720	0.1313717916
721	0.1313393054
722	0.1312227343
723	0.1311185907
724	0.131092456
725	0.1309876495
726	0.1309741105
727	0.1308970026
728	0.1308389349
729	0.1307761596
730	0.1306910949
731	0.1306436254
732	0.1305698383
733	0.1304270741
734	0.1303938041
735	0.1303004898
736	0.1302675476
737	0.1302391344
738	0.1301889455
739	0.1301148767
740	0.1300447445
741	0.1299446168
742	0.1299013271
743	0.1298870538
744	0.1297818581
745	0.1297536032
746	0.1296909875
747	0.1296522999
748	0.1295572773
749	0.1294955518
750	0.1294182536
751	0.1293930583
752	0.129345752
753	0.1292805096
754	0.1292275383
755	0.1292258473
756	0.1291650855
757	0.1291262663
758	0.1290708927
759	0.1289639986
760	0.1289015256
761	0.1288068043
762	0.1287206745
763	0.128708287
764	0.1286200463
765	0.1286164465
766	0.1285204847
767	0.1284313196
768	0.1284249489
769	0.1283387606
770	0.1282711214
771	0.1282615701
772	0.1282353431
773	0.128183087
774	0.1280958592
775	0.1280545596
776	0.127984348
777	0.1279627187
778	0.127928495
779	0.1279121925
780	0.1278875053
781	0.1278596481
782	0.127853783
783	0.1278142736
784	0.1277660871
785	0.1276972162
786	0.1276916392
787	0.1275982603
788	0.1275391499
789	0.1275358139
790	0.1275013769
791	0.1274556314
792	0.1274082111
793	0.1273528558
794	0.1273512486
795	0.1273476299
796	0.1273192285
797	0.1272739996
798	0.1272687624
799	0.1272082792
800	0.1271526331
801	0.1270860771
802	0.1270266013
803	0.1269817936
804	0.1269498974
805	0.1268990457
806	0.1268432355
807	0.1267744852
808	0.1266938294
809	0.1266333525
810	0.1265600593
811	0.1265137211
812	0.1264796436
813	0.1264193408
814	0.1263411166
815	0.12624503
816	0.1262396229
817	0.1261436027
818	0.126033247
819	0.1259118399
820	0.1257883634
821	0.12571228
822	0.1255880833
823	0.1255194163
824	0.125430575
825	0.1253364495
826	0.1253150177
827	0.1252518302
828	0.1251466628
829	0.1250568204
830	0.1249966072
831	0.1249344254
832	0.1248753872
833	0.1248383863
834	0.1247318515
835	0.124658892
836	0.1246008942
837	0.1244983521
838	0.1244453181
839	0.1243935837
840	0.1243114662
841	0.1241938846
842	0.1241852292
843	0.1241140576
844	0.1240561937
845	0.1240395015
846	0.1239999772
847	0.1239191819
848	0.1239183508
849	0.1238855443
850	0.1238484816
851	0.123840392
852	0.123778832
853	0.1237241483
854	0.123639454
855	0.123558069
856	0.1234248097
857	0.1233460954
858	0.1232650127
859	0.1232235471
860	0.1231548271
861	0.1231194338
862	0.1230887448
863	0.1230147181
864	0.1229809625
865	0.1228957695
866	0.1228555141
867	0.1227907883
868	0.1227782731
869	0.1227621356
870	0.1227279308
871	0.1227113464
872	0.122675372
873	0.1226433196
874	0.1225901282
875	0.1225153268
876	0.1224453173
877	0.1223658014
878	0.1223081172
879	0.1222920024
880	0.1222239795
881	0.1221558362
882	0.122142814
883	0.1220721418
884	0.1219978288
885	0.1219742313
886	0.1219130762
887	0.1218855724
888	0.1218455227
889	0.1217456255
890	0.121688423
891	0.1216638263
892	0.1216284618
893	0.1215513674
894	0.1215425171
895	0.1215218225
896	0.1214654204
897	0.1214208944
898	0.1213496132
899	0.1212671011
3927
901	0.1090903098
902	0.1089868676
903	0.1089055292
904	0.1088833845
905	0.1088285941
906	0.1087792401
907	0.1087103771
908	0.1086550344
909	0.1085891723
910	0.1084974906
911	0.1084317692
912	0.1083742032
913	0.1083205547
914	0.1082729014
915	0.108265995
916	0.1082180383
917	0.1080965001
918	0.1080468451
919	0.1079938865
920	0.1079166929
921	0.1078822334
922	0.1078333909
923	0.1078224275
924	0.1077546053
925	0.1077534864
926	0.107690917
927	0.1076811498
928	0.1076395885
929	0.1075743268
930	0.1075353651
931	0.1075188635
932	0.1075082605
933	0.1074473817
934	0.1074141448
935	0.1073846019
936	0.1072797727
937	0.1072623815
938	0.1072224155
939	0.1072074213
940	0.1071984076
941	0.1070914192
942	0.1070326882
943	0.1069674335
944	0.106895375
945	0.1068841479
946	0.106829776
947	0.1067832399
948	0.106731309
949	0.1066553045
950	0.1065959074
951	0.1065435277
952	0.1064747898
953	0.1064319996
954	0.1063625526
955	0.1063121274
956	0.1062609154
957	0.1062086972
958	0.1061324459
959	0.1060411855
960	0.1060242226
961	0.1059893529
962	0.1059270004
963	0.1058808997
964	0.1058420383
965	0.1058225849
966	0.1057995984
967	0.1057111087
968	0.1056404779
969	0.1056080718
970	0.1055535378
971	0.1054808258
972	0.105428832
973	0.1053543145
974	0.1053452616
975	0.1052703493
976	0.1052564612
977	0.1052085817
978	0.1051351122
979	0.1050411491
980	0.105037329
981	0.1050234095
982	0.1049867137
983	0.1049617206
984	0.1049465286
985	0.1049021219
986	0.104854137
987	0.1048203287
988	0.1047422143
989	0.1047305716
990	0.1047169871
991	0.1046465619
992	0.1046453352
993	0.104632566
994	0.104571863
995	0.104533276
996	0.1044834342
997	0.1044068139
998	0.1043174292
999	0.1043059426
1000	0.104295323
1001	0.1042628632
1002	0.1041663203
1003	0.1040804499
1004	0.1040459204
1005	0.1040043662
1006	0.103965182
1007	0.1039260931
1008	0.1038388227
1009	0.1037505097
1010	0.1036239361
1011	0.1035075773
1012	0.1034280012
1013	0.1033473515
1014	0.1033028667
1015	0.1032149568
1016	0.1031288255
1017	0.1031228797
1018	0.1030875566
1019	0.1030261929
1020	0.1028822403
1021	0.1028463153
1022	0.1027884454
1023	0.1027459955
1024	0.1027141531
1025	0.1026421854
1026	0.1025279836
1027	0.1024866266
1028	0.1024142987
1029	0.1023095398
1030	0.1022350955
1031	0.1021793807
1032	0.1021660778
1033	0.1021142432
1034	0.1020772763
1035	0.1020076111
1036	0.1019660516
1037	0.1019061517
1038	0.1018244861
1039	0.1017398824
1040	0.1016776699
1041	0.1016307058
1042	0.1015298677
1043	0.1014293264
1044	0.1013847805
1045	0.1013281552
1046	0.1012636638
1047	0.1011694205
1048	0.1010833694
1049	0.1010362554
1050	0.1009444196
1051	0.1008807661
1052	0.1008118844
1053	0.1007660017
1054	0.1007428963
1055	0.1007223287
1056	0.1007133013
1057	0.1006874046
1058	0.1006634898
1059	0.1005793952
1060	0.1005724228
1061	0.1005302231
1062	0.1004203795
1063	0.100420334
1064	0.1004052338
1065	0.1003948037
1066	0.1003783035
1067	0.1003050962
1068	0.1002402596
1069	0.1001902128
1070	0.1001870707
1071	0.1000935572
1072	0.1000395539
1073	0.09992118337
1074	0.09987357844
1075	0.09979776776
1076	0.09977099792
1077	0.09970808637
1078	0.09966801373
1079	0.09959954358
1080	0.09952550959
1081	0.09945684736
1082	0.0993812223
1083	0.09931954718
1084	0.09926054864
1085	0.09922335274
1086	0.09919646956
1087	0.09913551307
1088	0.09903925789
1089	0.09902910162
1090	0.0989831234
1091	0.09898101584
1092	0.09897492329
1093	0.09892806264
1094	0.09891871965
1095	0.09889748447
1096	0.09885941565
1097	0.0988306225
1098	0.09877081351
1099	0.0987558478
